Paragraph,Section,Category_ID,Agreement_name
Insurance Without limiting Company s indemnity obligations Company will maintain the following minimum insurance coverage during the term of this Agreement and performance hereunder a Commercial General Liability occurrence based with minimum limits of 1 000 000 Annual General Aggregate 1 000 000 Products Completed Operations 1 000 000 Personal and Advertising Injury and 1 000 000 Each Occurrence Coverage will include Contractual Liability and Independent Contractors Ericsson its affiliates and their respective directors officers employees and agents will be endorsed as Additional Insured for ongoing and completed operations b Workers Compensation and Employer s Liability occurrence based in compliance with statutory federal laws and requirements of the hiring and working states with minimum Employer s Liability limits of 1 000 000 Each Accident 1 000 000 Disease Policy Limit and 1 000 000 Disease Each Employee Ericsson its affiliates and their respective directors officers employees and agents will be provided Waiver of Subrogation The use of Professional Employment Organizations PEOs are not allowed d Commercial Umbrella Excess Liability occurrence based with minimum limits of 3 000 000 Each Occurrence and 3 000 000 Aggregate with terms and conditions on a following form basis in excess of the underlying coverage required above and e Professional Liability Errors and Omissions with minimum limits of 2 000 000 Each Claim Coverage will include network security Any retroactive date will be prior to the date of performance hereunder Coverage will be extended or renewed to remain in force for a minimum of two 2 years after substantial project completion Insurers writing coverage will have A M Best financial rating of at least A VIII Policies will a contain cross liability or severability of interest provisions b be primary and noncontributory and c respond to all claims and actions including defense brought worldwide including within the United States its territories and possessions and Canada Company and or Company s Insurer will provide written notice of cancellation and or non renewal per policy terms and conditions of not less than thirty 30 days and ten 10 days written notice for non payment Company will furnish Ericsson with compliant ACORD Certificates of Insurance prior to performance and renewals prior to expiration Certificate Holder will be Ericsson Inc Attn Risk Management 6300 Legacy Dr Plano Texas 75024,Insurance,13,Think Analytics- Trial Agreement effective (8-4-15)
Insurance Without limiting Company s indemnity obligations Company will maintain the following minimum insurance coverage during the term of this Agreement and performance hereunder a Commercial General Liability occurrence based with minimum limits of 1 000 000 Annual General Aggregate 1 000 000 Products Completed Operations 1 000 000 Personal and Advertising Injury and 1 000 000 Each Occurrence Coverage will include Contractual Liability and Independent Contractors Ericsson its affiliates and their respective directors officers employees and agents will be endorsed as Additional Insured for ongoing and completed compliant ACORD Certificates of Insurance prior to performance and renewals prior to expiration Certificate Holder will be Ericsson Inc Attn Risk Management 6300 Legacy Dr Plano Texas 75024 operations b Commercial_Automobile Liability occurrence based with minimum Combined Single Limits of 1 000 000 Each Accident for owned if applicable hired and non owned vehicles Ericsson its affiliates and their respective directors officers employees and agents will be endorsed as Additional Insured c Workers Compensation and Employer s Liability occurrence based in compliance with statutory federal laws and requirements of the hiring and working states with minimum Employer s Liability limits of 1 000 000 Each Accident 1 000 000 Disease Policy Limit and 1 000 000 Disease Each Employee Ericsson its affiliates and their respective directors officers employees and agents will be provided Waiver of Subrogation The use of Professional Employment Organizations PEOs is not allowed d Commercial Umbrella Excess Liability occurrence based with minimum limits of 3 000 000 Each Occurrence and 3 000 000 Aggregate with terms and conditions on a following form basis in excess of the underlying coverage required above and e Professional Liability Errors and Omissions with minimum limits of 2 000 000 Each Claim Coverage will include network security and cyber crime to include coverage for privacy breach costs within twelve 12 months of the privacy event Any retroactive date will be prior to the date of performance hereunder Coverage will be extended or renewed to remain in force for a minimum of two 2 years after substantial project completion Insurers writing coverage will have A M Best financial rating of at least A VIII Policies will a contain cross liability or severability of interest provisions b be primary and noncontributory and c respond to all claims and actions including defense brought worldwide including within the United States its territories and possessions and Canada Company and or Company s Insurer will provide written notice of cancellation and or non renewal per policy terms and conditions of not less than thirty 30 days and ten 10 days written notice for non payment Company will furnish Ericsson with compliant ACORD Certificates of Insurance prior to performance and renewals prior to expiration Certificate Holder will be Ericsson Inc Attn Risk Management 6300 Legacy Dr Plano Texas 75024,Insurance,13,Tive Inc._Trial Agreement_(19928) (Eff.  09.28.18)
Insurance Without limiting Company s indemnity obligations Company will maintain the following minimum insurance coverage during the term of this Agreement and performance hereunder a Commercial General Liability occurrence based with minimum limits of 1 000 000 Annual General Aggregate 1 000 000 Products Completed Operations 1 000 000 Personal and Advertising Injury and 1 000 000 Each Occurrence Coverage will include Contractual Liability and Independent Contractors Ericsson its affiliates and their respective directors officers employees and agents will be endorsed as Additional Insured for ongoing and completed operations b Commercial Automobile Liability occurrence based with minimum Combined Single Limits of 1 000 000 Each Accident for owned if applicable hired and non owned vehicles Ericsson its affiliates and their respective directors officers employees and agents will be endorsed as Additional Insured c Workers Compensation and Employer s Liability occurrence based in compliance with statutory federal laws and requirements of the hiring and working states with minimum Employer s Liability limits of 1 000 000 Each Accident 1 000 000 Disease Policy Limit and 1 000 000 Disease Each Employee Ericsson its affiliates and their respective directors officers employees and agents will be provided Waiver of Subrogation The use of Professional Employment Organizations PEOs are not allowed d Commercial Umbrella Excess Liability occurrence based with minimum limits of 3 000 000 Each Occurrence and 3 000 000 Aggregate with terms and conditions on a following form basis in excess of the underlying coverage required above and e Professional Liability Errors and Omissions with minimum limits of 2 000 000 Each Claim Coverage will include network security and cyber crime to include coverage for privacy breach costs within twelve 12 months of the privacy event Any retroactive date will be prior to the date of performance hereunder Coverage will be extended or renewed to remain in force for a minimum of two 2 years after substantial project completion Insurers writing coverage will have A M Best financial rating of at least A VIII Policies will a contain cross liability or severability of interest provisions b be primary and noncontributory and c respond to all claims and actions including defense brought worldwide including within the United States its territories and possessions and Canada Company and or Company s Insurer will provide written notice of cancellation and or non renewal per policy terms and conditions of not less than thirty 30 days and ten 10 days written notice for non payment Company will furnish Ericsson with compliant ACORD Certificates of Insurance prior to performance and renewals prior to expiration Certificate Holder will be Ericsson Inc Attn Risk Management 6300 Legacy Dr Plano Texas 75024,Insurance,13,TNSS Global LLC - TA - (Eff. 01-10-2017)
Insurance Without limiting Company s indemnity obligations Company will maintain the following minimum insurance coverage during the term of this Agreement and performance hereunder a Commercial General Liability occurrence based with minimum limits of 1 000 000 Annual General Aggregate 1 000 000 Products Completed Operations 1 000 000 Personal and Advertising Injury and 1 000 000 Each Occurrence Coverage will include Contractual Liability and Independent Contractors Ericsson its affiliates and their respective directors officers employees and agents will be endorsed as Additional Insured for ongoing and completed operations b Commercial Automobile Liability occurrence based with minimum Combined Single Limits of 1 000 000 Each Accident for owned if applicable hired and non owned vehicles Ericsson its affiliates and their respective directors officers employees and agents will be endorsed as Additional Insured c Workers Compensation and Employer s Liability occurrence based in compliance with statutory federal laws and requirements of the hiring and working states with minimum Employer s Liability limits of 1 000 000 Each Accident 1 000 000 Disease Policy Limit and 1 000 000 Disease Each Employee Ericsson its affiliates and their respective directors officers employees and agents will be provided Waiver of Subrogation The use of Professional Employment Organizations PEOs are not allowed d Commercial Umbrella Excess Liability occurrence based with minimum limits of 3 000 000 Each Occurrence and 3 000 000 Aggregate with terms and conditions on a following form basis in excess of the underlying coverage required above and e Professional Liability Errors and Omissions with minimum limits of 2 000 000 Each Claim Coverage will include network security and cyber crime to include coverage for privacy breach costs within twelve 12 months of the privacy event Any retroactive date will be prior to the date of performance hereunder Coverage will be extended or renewed to remain in force for a minimum of two 2 years after substantial project completion Insurers writing coverage will have A M Best financial rating of at least A VIII Policies will a contain cross liability or severability of interest provisions b be primary and noncontributory and c respond to all claims and actions including defense brought worldwide including within the United States its territories and possessions and Canada Company and or Company s Insurer will provide written notice of cancellation and or non renewal per policy terms and conditions of not less than thirty 30 days and ten 10 days written notice for non payment Company will furnish Ericsson with compliant ACORD Certificates of Insurance prior to performance and renewals prior to expiration Certificate Holder will be Ericsson Inc Attn Risk Management 6300 Legacy Dr Plano Texas 75024 14,Insurance,13,Trifacta Inc._Trial Agreement (Rev B)_(19427) (Eff. 07.10.18)
Confidentiality Each party will use the means that it uses to protect its own confidential information 15 16 but not less than reasonable means to prevent the disclosure and to protect the confidentiality of a written information received from the other party which is marked or identified as confidential b oral or visual information identified as confidential at the time of disclosure and c information which by its nature should be considered confidential collectively Confidential Information Each party will use Confidential Information received from the other party only in connection with the purposes of this Agreement A party may disclose Confidential Information which belongs to such party or Is i already known by the recipient party without an obligation of confidentiality ii publicly known or becomes publicly Known through no unauthorized act of the recipient party iil rightfully received from a third party without an obligation of confidentiality iv independently developed by the recipient party without use of the other party s Confidential Information or v approved by the other party for disclosure Confidential Information may be disclosed by the recipient party to its employees Subcontractors and agents who have a need to know and who are subject to a confidentiality agreement that contains terms and conditions at least as restrictive as those set forth in this Section 14 and would govern such employees subcontractors or agents use or possession of the Confidential Information Further the recipient party shall not be restricted from disclosing Confidential Information as required pursuant to law regulation or judicial or governmental order provided that any such disclosure shall be limited to the extent of the legal requirement and the recipient party shall promptly notify the disclosing party and cooperate with the disclosing party at the disclosing party s expense so that the disclosing party may intervene and object to such disclosure or seek a protective order or other appropriate protection for its Confidential Information Upon the written request of the disclosing party the recipient party will at the recipient party s option either return all copies of the disclosing party s Confidential Information to the disclosing party or certify in writing that all copies of such information have been destroyed Notwithstanding such requirement either party may retain one archival copy of the Confidential Information Either party may return the other party s Confidential Information or any part thereof at any time Ericsson may disclose Company s Confidential Information to affiliates under similar conditions of confidentiality The terms and conditions set forth in this Section 14 shall survive the expiration or termination of this Agreement ,Confidentiality,14,18-5789 ( REv B) Ericsson Trifacta Trial Agreement 6.28.18 FINAL
Confidentiality Each party will use the means that it uses to protect its own confidential information but not less than reasonable means to prevent the disclosure and to protect the confidentiality of a written information received from the other party which is marked or identified as confidential b oral or visual information identified as confidential at the time of disclosure c the Test System and d information which by its nature should be considered confidential collectively Confidential Information Each party will use Confidential Information received from the other party only in connection with the purposes of this Agreement A party may disclose Confidential Information which belongs to such party or if it can show by competent written proof that it is i already known by the recipient party not from the disclosing party and without an obligation of confidentiality ii publicly known or becomes publicly known through no unauthorized act of the recipient party iii rightfully received from a third party unrelated to the disclosing party without an obligation of confidentiality iv independently developed by the recipient party without access to or use of the other party s Confidential Information or v approved in writing by the other party for disclosure Confidential Information may be disclosed by the recipient party to its employees subcontractors and agents who have a need to know and who are subject to a confidentiality agreement that contains terms and conditions at least as restrictive as those set forth in this Section 14 and would govern such employees subcontractors or agents use or possession of the Confidential Information Further the recipient party shall not be restricted from disclosing Confidential Information as required pursuant to law regulation or judicial or governmental order provided that any such disclosure shall be limited to the extent of the legal requirement and the recipient party shall promptly notify the disclosing party and cooperate with the disclosing party at the disclosing party s expense so that the disclosing party may intervene and object to such disclosure or seek a protective order or other appropriate protection for its Confidential Information Upon the written request of the disclosing party the recipient party will at the disclosing party s option either return all copies of the disclosing party s Confidential Information to the disclosing party or certify in writing that all copies of such information have been destroyed Notwithstanding such requirement either party may retain one archival copy of the Confidential Information Either party may return the other party s Confidential Information or any part thereof at any time Ericsson may disclose Company s Confidential Information to Affiliates only if such Affiliate has signed a similar confidentiality undertaking towards Company only if such Affiliate has signed a similar confidentiality undertaking towards Company The terms and conditions set forth in this Section 14 shall survive the expiration or termination of this Agreement,Confidentiality,14,Radwin Trial Agreement (signed) 9-26-12
Confidentiality Each party will use the means that it uses to protect its own confidential information but not less than reasonable means to prevent the disclosure and to protect the confidentiality of a written information received from the other party which is marked or identified as confidential b oral or visual information identified as confidential at the time of disclosure and c information which by its nature should be considered confidential collectively Confidential Information Each party will use Confidential Information received from the other party only in connection with the purposes of this Agreement A party may disclose Confidential Information which belongs to such party or is i already known by the recipient party without an obligation of confidentiality ii publicly Known or becomes publicly Known through no unauthorized act of the recipient party ili rightfully received from a third party without an obligation of confidentiality iv independently developed by the recipient party without use of the other party s Confidential Information or v approved by the other party for disclosure Confidential Information may be disclosed by the recipient party to its employees subcontractors and agents who have a need to know and who are subject to a confidentiality agreement that contains terms and conditions at least as restrictive as those set forth in this Section 15 and would govern such employees subcontractors or agents use or possession of the Confidential Information Further the recipient party shall not be restricted from disclosing Confidential Information as required pursuant to law regulation or judicial or governmental order provided that any such disclosure shall be limited to the extent of the legal requirement and the recipient party shall promptly notify the disclosing party and cooperate with the disclosing party at the disclosing party s expense so that the disclosing party may intervene and object to such disclosure or seek a protective order or other appropriate protection for its Confidential Information Upon the written request of the disclosing party the recipient party will at the recipient party s option either return all copies of the disclosing party s Confidential Information to the disclosing party or certify in writing that all copies of such information have been destroyed Notwithstanding such requirement either party may retain one archival copy of the Confidential Information Either party may return the other party s Confidential Information or any part thereof at any time Ericsson may disclose Company s Confidential Information to affiliates under similar conditions of confidentiality The terms and conditions set forth in this Section 15 shall survive the expiration or termination of this Agreement,Confidentiality,14,Roambee Corporation_Paid Trial Agreement_(21126) (Eff. 06.14.19)
Confidentiality Each party will use the means that it uses to protect its own confidential information but not less than reasonable means to prevent the disclosure and to protect the confidentiality of a written information received from the other party which is marked or identified as confidential b oral or visual information identified as confidential at the time of disclosure and c information which by its nature should be considered confidential collectively Confidential Information Each party will use Confidential Information received from the other party only in connection with the purposes of this Agreement A party may disclose Confidential Information which belongs to such party or is i already known by the recipient party without an obligation of confidentiality ii publicly Known or becomes publicly Known through no unauthorized act of the recipient party ili rightfully received from a third party without an obligation of confidentiality iv independently developed by the recipient party without use of the other party s Confidential Information or v approved by the other party for disclosure Confidential Information may be disclosed by the recipient party to its employees subcontractors and agents who have a need to know and who are subject to a confidentiality agreement that contains terms and conditions at least as restrictive as those set forth in this Section 15 and would govern such employees subcontractors or agents use or possession of the Confidential Information Further the recipient party shall not be restricted from disclosing Confidential Information as required pursuant to law regulation or judicial or governmental order provided that any such disclosure shall be limited to the extent of the legal requirement and the recipient party shall promptly notify the disclosing party and cooperate with the disclosing party at the disclosing party s expense so that the disclosing party may intervene and object to such disclosure or seek a protective order or other appropriate protection for its Confidential Information Upon the written request of the disclosing party the recipient party will at the recipient party s option either return all copies of the disclosing party s Confidential Information to the disclosing party or certify in writing that all copies of such information have been destroyed Notwithstanding such requirement either party may retain one archival copy of the Confidential Information Either party may return the other party s Confidential Information or any part thereof at any time Ericsson may disclose Company s Confidential Information to affiliates under similar conditions of confidentiality The terms and conditions set forth in this Section 15 shall survive the expiration or termination of this Agreement,Confidentiality,14,Roambee Corporation_Paid Trial Agreement_(22084) (Eff. 01.22.20)
Confidentiality Any information whether or not protected by patent or copyright including but not limited to the Test System software programs files specifications drawings sketches models samples tools business information pricing information technical information or other data written or otherwise which has been furnished or disclosed by either party to the other party hereinafter Confidential Information shall be treated in accordance with the following terms and conditions a The receiving party shall put in place and strictly enforce using all of its prerogatives including dismissal of employees or termination of contracts with its agents or contractors procedures to ensure that its employees contractors or agents are aware of and fulfill the obligations of this Section to hold the disclosing party s Confidential Information in confidence b Confidential Information shall be held in confidence by the receiving party and shall be protected from misuse and disclosure with reasonable care which shall be at least as diligent as the receiving party uses for its own information Confidential Information shall not be disclosed to third parties which shall include any affiliate of the receiving party without the prior written consent of the disclosing party Confidential Information shall only be used in connection with this Agreement c If the receiving party receives any legal process requiring production of any Confidential Information the receiving party shall notify the disclosing party immediately and shall deliver copies of such process to the disclosing party immediately and prior to compliance with the process The receiving party agrees to cooperate if the disclosing party deems it necessary to seek protective arrangements The provisions of this Section shall survive the expiration or termination of this Agreement for any reason,Confidentiality,14,Tatara Systems Trial Agmt. 110609 (signed)
Confidentiality Each party will use the means that it uses to protect Its own confidential information but not less than reasonable means to prevent the disclosure and to protect the confidentiality of a written information received from the other party which is marked or identified as confidential b oral or visual information identified as confidential at the time of disclosure and c information which by its nature should be considered confidential collectively Confidential Information Each party will use Confidential Information received from the other party only in connection with the purposes of this Agreement A party may disclose Confidential Information which belongs to such party or is i already known by the recipient party without an obligation of confidentiality li publicly known or becomes publicly known through no unauthorized act of the recipient party iii rightfully received from a third party without an obligation of confidentiality iv independently developed by the recipient party without use of the other party s Confidential Information or v approved by the other party for disclosure Confidential Information may be disclosed by the recipient party to its employees subcontractors and agents who have a need to know and who are subject to a confidentiality agreement that contains terms and conditions at least as restrictive as those set forth in this Section 14 and would govern such employees subcontractors or agents use or possession of the Confidential Information Further the recipient party shall not be restricted from disclosing Confidential Information as required pursuant to law regulation or judicial or governmental order provided that any such disclosure shall be limited to the extent of the legal requirement and the recipient party shall promptly notify the disclosing party and cooperate with the disclosing party at the disclosing party s expense so that the disclosing party may intervene and object to such disclosure or seek a protective order or other appropriate protection for its Confidential Information Upon the written request of the disclosing party the recipient party will at the recipient party s option either return all copies of the disclosing party s Confidential Information to the disclosing party or certify In writing that all copies of such information have been destroyed Notwithstanding such requirement either party may retain one archival copy of the Confidential Information Either party may return the other party s Confidential Information or any part thereof at any time Either party may disclose Company s Confidential Information to Affiliates under similar conditions of confidentiality The terms and conditions set forth in this Section 14 shall survive the expiration or termination of this Agreement,Confidentiality,14,"Tektronix Trial Agreement (fully executed), effective 4-29-11"
Confidentiality Any information whether or not protected by patent or copyright including but not limited to software programs files specifications drawings sketches models samples toois business information pricing information technical information or other data written or otherwise which has been furnished or disclosed by either party to the other party hereinafter Confidential Information shall be treated in accordance with the following terms and conditions a The receiving party shall put in place and strictly enforce using all of its prerogatives including dismissal of employees or termination of contracts with its agenis or contractors procedures to ensure that its employees contractors or agents are aware of and fulfill the obligations of this Section to hold the disclosing party s Confidential Information in confidence b Confidential Information shall be held in confidence by the receiving party and shall be protected from misuse and disclosure with reasonable care which shall be at least as diligent as the receiving party uses for its own information Confidential Information shall not be disclosed to third parties which shall include any affiliate of the receiving party without the prior written consent of the disclosing party Confidential Information shall only be used in connection with this Agreement c If the receiving party receives any legal process requiring production of any Confidential Information the receiving party shall notify the disclosing party immediately and shail deliver copies of such process fo the disclosing party immediately and prior to compliance with the process The receiving party agrees to cooperate if the disclosing party deems it necessary fo seek protective arrangemenis The provisions of this Section shal survive the expiration or termination of this Agreement for any reason,Confidentiality,14,Teleca USA Inc Trial Agreement 060107 signed
Confidentiality Any information whether or not protected by patent or copyright including but not limited to software programs files specifications drawings sketches models samples tools business information pricing information technical information or other data written or otherwise which has been furnished or disclosed by either party to the other party hereinafter Confidential Information shall be treated in accordance with the following terms and conditions a The receiving party shall put in place and strictly enforce using all of its prerogatives including dismissal of employees or termination of contracts with its agents or contractors procedures to reasonably ensure that its employees contractors or agents are aware of and fulfill the obligations of this Section to hold the disclosing party s Confidential Information in confidence Confidential Information shall be held in confidence by the receiving party and shall be protected from misuse and disclosure with reasonable care which shall be at least as diligent as the receiving party uses for its own information Confidential Information shall not be disclosed to third parties which shall include any affiliate of the receiving party without the prior written consent of the disclosing party Confidential Information shall only be used in connection with this Agreement b c If the receiving party receives any legal process requiring production of any Confidential Information the receiving party shall notify the disclosing party promptly and shall deliver copies of such process to the disclosing party immediately and to the extent feasible prior to compliance with the process The receiving party agrees to cooperate if the disclosing party deems it necessary to seek protective arrangements The provisions of this Section shall survive the expiration or termination of this Agreement for any reason,Confidentiality,14,Telmap Trial Agr executed (original)
Confidentiality Any information whether or not protected by patent or copyright including but not limited to software programs files specifications drawings sketches models samples tools business information pricing information technical information or other data written or otherwise which has been furnished or disclosed by either party to the other party hereinafter Confidential Information shall be treated in accordance with the following terms and conditions a The receiving party shall put in place and strictly enforce using all of its prerogatives including dismissal of employees or termination of contracts with its agents or contractors procedures to ensure that its employees contractors or agents are aware of and fulfill the obligations of this Section to hold the disclosing party s Confidential Information in confidence b Confidential Information shall be held in confidence by the receiving party and shall be protected from misuse and disclosure with reasonable care which shall be at least as diligent as the receiving party uses for its own information Confidential Information shall not be disclosed to third parties which shall include any affiliate of the receiving party without the prior written consent of the disclosing party Confidential Information shall only be used in connection with this Agreement c If the receiving party receives any legal process requiring production of any Confidential Information the receiving party shall notify the disclosing party immediately and shall deliver copies of such process to the disclosing party immediately and prior to compliance with the process The receiving party agrees to cooperate if the disclosing party deems it necessary to seek protective arrangements The provisions of this Section shall survive the expiration or termination of this Agreement for any reason,Confidentiality,14,Teleca USA Inc Trial Agreement 060107
Confidentiality Any information whether or not protected by patent or copyright including but not limited to software programs files specifications drawings sketches models samples tools business information pricing information technical information or other data written or otherwise which has been furnished or disclosed by either party to the other party hereinafter Confidential Information shall be treated in accordance with the following terms and conditions a The receiving party shall put in place and strictly enforce using all of its prerogatives including dismissal of employees or termination of contracts with its agents or contractors procedures lo ensure that its employees contractors or agents are aware of and fulfill the obligations of this Section to hold the disclosing party s Confidential Information in confidence Confidential Information shall be held in confidence by the receiving party and shall be protected from misuse and disclosure with reasonable care which shall be at least as diligent as the receiving party uses for its own information Confidential Information shall not be disclosed lo third parties without the prior written consent of the disclosing party Confidential Information shall only be used in connection with this Agreement Notwithstanding the foregoing the parties expressly agree that Confidential Information may be disclosed to Affiliates of the receiving party that have a need to know for the performance of this Agreement provided that i each such Affiliate complies with the terms and conditions of this Section 14 and ii each party is b a Trrrresponsible and fable for any breach of the terms and conditions of this Section 14 by any of its TT written consent Oy ee Affiliates Affiliate means an entity that controls is controlled by or is under common control with Tellabs or Ericsson where control means theo direct or indirect beneficial ownership of at least fifty percent 50 of the voting equity securities If the receiving party receives any legal process requiring production of any Confidential Information the receiving party shall notify the disclosing party immediately and shall deliver copies of such process to the disclosing party immediately and prior to compliance with the process The recelving party agrees to cooperate If the disclosing party deems it necessary to seek protective arrangements Without limiting the generality of the foregoing the parties acknowledge and agree that the MSN contains information that is confidential and proprietary to Tellabs and its licensors and that Ericsson will keep this information confidential and will not modify enhance delete transiate decompile disassemble reverse assemble or otherwise reverse engineer copy distribute display disclose sell lease loan rent transfer assign or sublicense the MSN Ericsson will also not release benchmarks or other comparisons of the MSN or disclose copy modify or disable any license authorization control utilities that may be associated with the MSN or remove or obscure any copyright or other proprietary notices Each party agrees that any results of the trial and testing shall be deemed Confidential Information and may hot be disclosed bo any third parties without the e othr party a The provisions of this Section shall survive the expiration or termination of this Agreement for any reason,Confidentiality,14,Tellabs N.A. Trial Agmt. 031708 (signed)
Confidentiality Any information whether or not protected by patent or copyright including but not limited to software programs files specifications drawings sketches models samples tools business information pricing information technical information or other data written or otherwise which has been furnished or disclosed by either party to the other party hereinafter Confidential Information shall be treated in accordance with the following terms and conditions a The receiving party shall put in place and strictly enforce using all of its prerogatives including dismissal of employees or termination of contracts with its agents or contractors procedures to reasonably ensure that its employees contractors or agents are aware ofl and fulfill the obligations of this Section to hold the disclosing party s Confidential Information in confidence D er Confidential Information shall be held in confidence by the receiving party and shall be protected from misuse and disclosure with reasonable care which shall be at least as diligent as the receiving party uses for its own information Confidential Information shall not be disclosed to third parties which shall include any affiliate of the receiving party without the prior written consent of the disclosing party Confidential Information shall only be used in connection with this Agreement c If the receiving party receives any legal process requiring production of any Confidential Information the receiving party shall notify the disclosing party promptly and shall deliver copies of such process to the disclosing party immediately and to the extent feasible prior to compliance with the process The receiving party agrees to cooperate if the disclosing party deems it necessary to seek protective arrangements The provisions of this Section shall survive the expiration or termination of this Agreement for any reason,Confidentiality,14,Telmap Trial Agreement executed (scanned)
Confidentiality Each party will use the means that it uses to protect its own confidential information but not less than reasonable means to prevent the disclosure and to protect the confidentiality of a written information received from the other party which is marked or identified as confidential b oral or visual information identified as confidential at the time of disclosure and c information which by its nature should be considered confidential collectively Confidential Information Each party will use Confidential Information received from the other party only in connection with the purposes of this Agreement A party may disclose Confidential Information which belongs to such party or is i already known by the recipient party without an obligation of confidentiality ii publicly Known or becomes publicly Known through no unauthorized act of the recipient party ili rightfully received from a third party without an obligation of confidentiality iv independently developed by the recipient party without use of the other party s Confidential Information or v approved by the other party for disclosure Confidential Information may be disclosed by the recipient party to its employees subcontractors and agents who have a need to know and who are subject to a confidentiality agreement that contains terms and conditions at least as restrictive as those set forth in this Section 14 and would govern such employees subcontractors or agents use or possession of the Confidential Information Further the recipient party shall not be restricted from disclosing Confidential Information as required pursuant to law regulation or judicial or governmental order provided that any such disclosure shall be limited to the extent of the legal requirement and the recipient party shall promptly notify the disclosing party and cooperate with the disclosing party at the disclosing party s expense so that the disclosing party may intervene and object to such disclosure or seek a protective order or other appropriate protection for its Confidential Information Upon the written request of the disclosing party the recipient party will at the recipient party s option either return all copies of the disclosing party s Confidential Information to the disclosing party or certify in writing that all copies of such information have been destroyed Notwithstanding such requirement either party may retain one archival copy of the Confidential Information Either party may return the other party s Confidential Information or any part thereof at any time Ericsson may disclose Company s Confidential Information to affiliates under similar conditions of confidentiality but shall remain responsible to Company for any breach by such affiliates of such conditions The terms and conditions set forth in this Section 14 shall survive the expiration or termination of this Agreement,Confidentiality,14,Think Analytics- Trial Agreement effective (8-4-15)
Confidentiality Each party will use the means that it uses to protect its own confidential information but not less than reasonable means to prevent the disclosure and to protect the confidentiality of a written information received from the other party which is marked or identified as confidential b oral or visual information identified as confidential at the time of disclosure and c information which by its nature should be considered confidential collectively Confidential Information Each party will use Confidential Information received from the other party only in connection with the purposes of this Agreement A party may disclose Confidential Information which belongs to such party or Is i already known by the recipient party without an obligation of confidentiality li publicly Known or becomes publicly Known through no unauthorized act of the recipient party iii rightfully received from a third party without an obligation of confidentiality iv independently developed by the recipient party without use of the other party s Confidential Information or v approved by the other party for disclosure Confidential Information may be disclosed by the recipient party to its employees subcontractors and agents who have a need to know and who are subject to a confidentiality agreement that contains terms and conditions at least as restrictive as those set forth in this Section 15 and would govern such employees subcontractors or agents use or possession of the Confidential Information Further the recipient party shall not be restricted from disclosing Confidential Information as required pursuant to law regulation or judicial or governmental order provided that any such disclosure shall be limited to the extent of the legal requirement and the recipient party shall promptly notify the disclosing party and cooperate with the disclosing party at the disclosing party s expense so that the disclosing party may intervene and object to such disclosure or seek a protective order or other appropriate protection for its Confidential Information Upon the written request of the disclosing party the recipient party will at the recipient party s option either return all copies of the disclosing party s Confidential Information to the disclosing party or certify in writing that all copies of such information have been destroyed Notwithstanding such requirement either party may retain one archival copy of the Confidential Information Either party may return the other party s Confidential Information or any part thereof at any time Ericsson may disclose Company s Confidential Information to affiliates under similar conditions of confidentiality The terms and conditions set forth in this Section 15 shall survive the expiration or termination of this Agreement,Confidentiality,14,Tive Inc._Trial Agreement_(19928) (Eff.  09.28.18)
Confidentiality Each party will use the means that it uses to protect its own confidential information but not less than reasonable means to prevent the disclosure and to protect the confidentiality of a written information received from the other party which is marked or identified as confidential b oral or visual information identified as confidential at the time of disclosure and c information which by its nature should be considered confidential collectively Confidential Information Each party will use Confidential Information received from the other party only in connection with the purposes of this Agreement A party may disclose Confidential Information which belongs to such party or Is i already known by the recipient party without an obligation of confidentiality ii publicly Known or becomes publicly Known through no unauthorized act of the recipient party iil rightfully received from a third party without an obligation of confidentiality iv independently developed by the recipient party without use of the other party s Confidential Information or v approved by the other party for disclosure Confidential Information may be disclosed by the recipient party to its employees subcontractors and agents who have a need to know and who are subject to a confidentiality agreement that contains terms and conditions at least as restrictive as those set forth in this Section 14 and would govern such employees subcontractors or agents use or possession of the Confidential Information Further the recipient party shall not be restricted from disclosing Confidential Information as required pursuant to law regulation or judicial or governmental order provided that any such disclosure shall be limited to the extent of the legal requirement and the recipient party shall promptly notify the disclosing party and cooperate with the disclosing party at the disclosing party s expense so that the disclosing party may intervene and object to such disclosure or seek a protective order or other appropriate protection for its Confidential Information Upon the written request of the disclosing party the recipient party will at the recipient party s option either return all copies of the disclosing party s Confidential Information to the disclosing party or certify in writing that all copies of such information have been destroyed Notwithstanding such requirement either party may retain one archival copy of the Confidential Information Either party may return the other party s Confidential Information or any part thereof at any time Ericsson may disclose Company s Confidential Information to affiliates under similar conditions of confidentiality The terms and conditions set forth in this Section 14 shall survive the expiration or termination of this Agreement,Confidentiality,14,TNSS Global LLC - TA - (Eff. 01-10-2017)
